Under five mortality,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.4,322.4,322.4,322.4,322.4,322.4,322.4,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,321.31,320.22,320.22,320.22,320.22,320.22,320.22,,,,,,,,,,312.26,271.62,281.07,300.8,308.99,300.8,295.89,275.42,293.2,274.85,250.22,261.46,293.87,304.51,270.11,291.56,243.69,258.48,258.26,254.07,280.3,308.01,278.97,283.3,279.36,292.26,223.96,273.42,258.87,280.07,289.19,317.52,319.82,258.3,270.42,264.52,275.02,340.46,294.28,252.14,243.57,272.75,250.5,240.43,239.64,246.28,274.72,241.85,233.55,235.39,249.02,230.3,265.88,231.58,248.31,251.04,256.22,255.4,261.84,255.38,225.88,246.82,217.03,210.76,224.04,240.18,234.54,204.05,207.91,212.8,212.37,202.03,210.45,188.63,207.03,195.89,193.81,218.25,176.56,179.38,205.35,195.97,179.05,224.05,212.85,183.19,160.18,157.54,146.28,130.14,120.2,129.53,131.97,125.78,120.8,140.3,129.29,109.9,115.19,112.02,100.38,102.51,105.18,102.86,102.16,100.13,106.74,103.62,103.54,97.67,101.87,118.2,94.02,77.85,67.76,63.74,59.32,55.94,51.25,51.2,48.3,45.5,42.8,40.1,37.7,35.6,33.9,32.4,31.1,30,28.9,27.9,27,26.2,25.5,24.8,24,23,21.9,20.8,19.6,18.6,17.6,16.7,15.9,15.2,14.5,13.9,13.3,12.7,12.2,11.8,11.4,11,10.7,10.3,10,9.6,9.2,8.7,8.2,7.6,7.1,6.7,6.3,6,5.8,5.6,5.4,5.2,5.1,5,4.9,4.8,4.7,4.6,4.5,4.5,4.4,4.4
Belize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.78,157.13,153.04,148.08,143.73,138.57,134.02,128.72,124.01,119.43,114.3,,,,,,,108.5,104.2,100.2,96.2,92.5,88.8,85.4,82.1,79.2,76.3,73.6,71,68.4,65.9,63.4,60.9,58.4,55.7,53,50.3,47.5,44.8,42.1,39.6,37.2,35.1,33.2,31.6,30.2,29,27.9,26.9,26,25.1,24.3,23.5,22.8,22.2,21.5,20.9,20.2,19.6,18.9,18.3,17.7,17.2,16.7
Benin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.46,430.45,430.42,430.35,430.24,430.07,429.83,429.53,429.16,428.72,428.22,427.64,427,426.3,425.52,424.68,423.78,422.84,421.86,420.86,419.85,418.84,417.83,416.82,415.81,414.8,413.79,412.78,411.77,410.76,409.75,408.74,407.73,406.72,405.71,404.7,403.69,402.68,401.67,400.66,399.65,398.64,397.63,396.62,395.61,394.6,393.59,392.58,,,,,,,,,,343,341.2,339.5,337.4,335.6,334,332.4,330.7,328.7,325.8,321.9,316.6,310,302.5,294.6,287,280.2,275.1,271.3,268.6,266.3,263.7,260.3,255.5,249.6,242.4,235,228.1,222.2,217.7,214.2,211.3,208.5,205.7,202.6,199.2,195.8,192.2,188.3,184.1,179.4,174.3,168.9,164,159.9,157,155,153.3,151.5,149.3,146,141.7,136.7,130.9,124.6,118.5,112.7,107.6,103.2,99.3,95.7,92.1,88.6,85.3
Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.91,405.36,400.67,394.29,387.46,381.41,373.76,365.75,357.38,,,,,,,,,,288.7,280.9,273.1,265.6,258.3,250.9,243.7,236.5,229.5,222.2,214.9,207.7,200.3,193,185.9,178.9,172,165.4,158.8,152.3,146,139.7,133.7,127.7,121.8,116.1,110.5,104.9,99.5,94.2,89,84.1,79.4,74.9,70.6,66.3,62.4,58.5,54.9,51.5,48.2,45.2,42.5,40.1,38,36.2
Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.69,404.68,404.65,404.58,404.48,404.32,404.1,403.81,403.47,403.05,402.58,402.04,401.44,400.77,400.05,399.26,398.41,397.52,396.61,395.67,394.72,393.77,392.82,391.87,390.92,389.97,389.02,388.07,387.12,386.17,385.22,384.27,383.32,382.37,381.42,380.47,379.52,378.57,377.62,376.67,375.73,374.78,373.83,372.88,371.93,370.98,370.03,369.08,360.18,351.42,342.8,335.42,327.09,,,,,,,,,,,,,,,298.3,291.3,284.5,277.7,270.9,264.2,257.5,251,244.3,237.8,231.3,224.9,218.4,211.7,205.2,198.5,192.1,186,180.2,174.9,170,165.5,161,156.6,152,147.3,142.3,137.4,132.4,127.5,122.7,118,113.5,109,104.6,100.1,95.6,91.1,86.5,82,77.4,73.1,68.8,64.8,61.1,57.5,54.2,51.1,48.4,46.1,44,42.2,40.6,39.1
Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.8,378.79,378.76,378.7,378.6,378.45,378.24,377.98,377.65,377.26,376.82,376.32,375.75,375.13,374.45,373.71,372.92,372.09,371.23,370.35,369.46,368.57,367.68,366.8,365.91,365.02,364.13,363.24,356.62,348.93,342.49,335.02,328.74,321.49,315.37,308.31,302.35,296.5,289.69,283.99,277.37,271.81,265.36,259.95,254.61,248.4,243.2,237.14,232.09,226.2,221.28,215.54,210.74,205.99,200.48,195.87,190.51,186.03,,,,,,,,,,158.51,,,,,,,,,,81.22,,,,,,,,,,,,,30.4,29.4,27,24.9,23,21.2,19.7,18.3,17,16,15,14.2,13.3,12.5,11.6,10.7,9.9,9.2,8.6,8.3,8.2,8.2,8.2,8.2,8.2,8.1,7.8,7.5,7.2,6.9,6.6
Botswana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.2,397.19,397.16,397.1,396.99,396.84,396.62,396.34,396,395.6,395.13,394.6,394.01,393.36,392.64,391.87,391.04,390.17,389.27,388.35,387.41,386.48,385.55,384.62,383.69,382.75,381.82,380.89,379.96,379.03,378.09,377.16,376.23,375.3,374.37,373.43,372.5,371.57,370.64,369.71,368.77,367.84,366.91,365.98,365.04,364.11,363.18,362.25,361.32,360.38,359.45,358.52,,,,,,,,,,207.8,200.8,194.3,188,181.9,176.1,170.4,164.8,159.5,154.3,149.4,144.5,139.8,135.3,130.8,126.2,121.5,116.5,111.5,106.5,101.5,96.3,91.2,86.4,81.6,77.1,73.1,69.2,65.7,62.4,59.4,56.7,54.2,52.2,50.6,49.6,49.5,50.3,52.2,55.2,59.2,63.8,68.7,73.5,77.7,81.6,85.1,86.1,85.5,81.5,72.1,63.5,59.2,58.2,57.6,55.4,52.4,50.7,47.8,46.6
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.44,417.42,417.39,417.33,417.22,417.05,416.83,416.53,416.17,415.75,415.26,414.7,414.08,413.4,412.65,411.83,410.96,410.05,409.1,408.13,407.15,406.17,405.19,404.21,403.23,402.25,401.27,400.29,399.31,398.33,397.35,396.38,395.4,394.42,393.44,392.46,391.48,390.5,383.57,377.86,371.09,364.37,358.91,352.37,347.03,340.65,334.35,329.21,315.71,303.59,291.76,279.25,268.01,,,,,,,,,,202.5,196.2,190.1,184.3,178.5,172.9,167.3,162.3,157.5,153.3,149.3,145.7,142.3,139,135.7,132.3,128.8,125.3,121.8,118.4,115,111.5,108,104.1,100,95.7,91.3,87,83,79.2,75.8,72.6,69.6,66.8,64.2,61.5,58.9,56.1,53.1,50.1,47,44,41,38.1,35.4,32.9,30.6,28.4,26.4,24.6,22.9,21.4,20,18.6,17.4,16.3,15.3,14.5,13.7
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.68,454.64,454.57,454.45,454.27,454.03,453.71,453.31,452.85,452.32,451.71,451.04,450.29,449.47,448.58,447.64,446.64,445.61,435.23,425.05,415.04,405.19,395.57,386.1,376.77,367.63,358.64,349.79,341.1,332.56,324.16,315.87,306.71,298.73,290.87,283.14,275.55,268.06,260.68,253.45,246.32,239.29,232.39,225.6,218.9,212.31,205.85,199.48,193.2,187.05,180.97,174.96,169.09,163.32,157.63,152.04,146.56,144.01,139.38,134.62,129.11,124.23,119.27,114.29,109.27,104.39,99.64,94.98,90.48,86.62,82.85,79.15,76.06,72.48,69.61,66.87,64.28,61.83,59.49,,,,,,,,,17.4,16.7,16,15.4,14.7,14.1,13.5,13,12.6,12.2,11.9,11.6,11.3,10.9,10.6,10.3,10,9.8,9.6,9.5,9.3,9.3,9.2,9.1,9,9,9,9,9.1,9.3,9.4,9.7,9.9
Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.41,370.41,369.21,369.21,368.01,368.01,366.84,366.84,365.67,365.67,365.67,364.49,364.49,363.32,363.32,362.15,362.15,362.15,360.97,360.97,359.8,359.8,358.63,358.63,357.45,357.45,357.45,356.28,356.28,355.13,355.13,353.98,353.98,352.82,352.82,352.82,351.67,351.67,350.52,350.52,349.37,349.37,349.37,348.22,348.22,347.07,347.07,345.92,345.92,344.77,344.77,344.77,343.64,343.64,342.51,342.51,341.38,341.38,340.25,340.25,340.25,339.12,339.12,337.99,337.99,336.86,336.86,336.86,335.73,335.73,334.6,334.6,333.47,333.47,332.37,332.37,332.37,331.26,331.26,330.15,330.15,329.04,329.04,327.93,327.93,327.93,326.83,326.83,325.72,325.72,324.61,324.61,324.61,323.5,323.5,322.36,322.31,321.14,321.01,319.75,319.53,306.32,294.41,290.93,288.46,284.97,283.48,282.96,281.38,279.78,278.14,277.5,275.84,274.17,272.51,271.85,270.22,268.58,267.93,266.31,264.69,263.07,262.43,260.82,258.26,254.76,252.26,244.15,237.13,229.31,222.51,217.55,212.67,207.84,203.08,198.37,193.73,189.14,,,,,,,,,,216.87,200.12,178.99,148.18,155.76,156.13,121.1,125.6,126.94,109.17,100.1,79.27,83.17,66.8,55.34,53.12,46.4,45.6,45,44.5,43.7,42.6,40.9,38.9,37.3,36.3,35.6,35,34.3,33.5,32.5,31.3,30,28.7,27.6,26.6,25.7,24.6,23.5,22.5,21.8,21.4,21.5,22.1,22.6,22.9,23,23.1,23.2,23.2,23.1,22.7,22,21.1,20.1,19.1,18.1,17,15.9,15,14.3,13.7,13.3,13,12.6,12.1,11.6
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.69,454.68,454.64,454.57,454.45,454.27,454.03,453.71,453.31,452.85,452.32,451.71,451.04,450.29,449.47,448.58,447.64,446.64,445.61,444.55,443.49,442.42,441.35,440.28,439.22,438.15,437.08,436.02,434.95,433.88,432.82,431.75,430.68,429.62,428.55,427.48,426.41,425.35,424.28,423.21,422.15,421.08,420.01,418.95,417.88,416.81,415.74,414.68,,,,,,,,,,387.9,385.1,382.3,379,375.5,372,368.5,364.5,360.3,355.4,351,346.6,342,338,334.8,332,329.4,327.1,325,323.2,321.3,318.9,314.9,308.5,299.8,289.3,278.1,267.1,257.2,248.8,242.1,236.5,231.8,227.5,223.3,218.9,214.2,209.7,206,203.5,202.2,201.8,201.9,201.8,201.1,199.5,197.1,194.3,191.5,188.7,185.8,182.6,178.5,173.1,166.4,158.5,149.7,140.4,131.1,122.2,114.4,107.8,102.4,97.6
Burundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.95,423.94,423.9,423.84,423.73,423.56,423.33,423.03,422.67,422.23,421.74,421.17,420.54,419.85,419.08,418.26,417.37,416.44,415.48,414.5,413.5,412.51,411.51,410.52,409.52,408.53,407.53,406.54,405.54,404.55,403.55,402.56,401.56,400.57,399.57,398.58,397.58,396.59,395.6,394.6,393.61,392.61,391.62,390.62,389.63,388.63,387.64,386.64,385.65,384.65,383.66,382.66,381.67,364.52,347.97,331.93,317.4,,,,,,,,,,250.3,249.3,248.4,247.5,246.9,246.8,246.7,246.8,247.2,247.8,248.2,248.1,248,247.6,247.6,247.9,247.4,245.7,242.7,237.8,230.9,222.3,212.6,202.6,192.9,184.3,177.2,172.5,170.2,169.3,169.8,170.8,171.9,172.5,172.3,171.3,169.5,166.5,163.1,158.8,154.1,148.9,143.5,137.8,131.8,125.6,119.3,113.2,107.9,102.4,97.7,93.6,89.7,86.1,82.9
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.99,379.98,379.95,379.89,379.79,379.65,379.44,379.17,378.84,378.46,378.01,377.51,376.94,376.32,375.63,374.89,374.1,373.27,372.4,371.52,370.63,369.74,368.85,367.96,367.06,366.17,365.28,364.39,363.5,362.61,361.71,360.82,359.93,359.04,358.15,357.25,356.36,355.47,354.58,353.69,352.8,351.9,351.01,350.12,349.23,348.34,347.45,346.55,345.66,344.77,343.88,342.99,342.1,330.45,320.13,308.98,299.1,288.43,286.69,283.02,279.99,276.61,273.83,270.7,267.23,263.41,259.63,255.86,252.08,247.43,242.78,238.11,233.44,,,,,225,,,,,309,289.1,268.8,244.6,215.8,186.8,162.1,143.3,130.7,123.9,120.9,119.7,118.8,118.1,117.7,117.5,117.6,118.2,119.1,120.4,121.9,123.1,123.6,122.1,117.8,110.5,100.8,89.7,79.2,70.5,63.6,57.9,53.4,49.5,46.4,43.8,41.6,39.7,37.9
Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.21,460.19,460.16,460.09,459.97,459.79,459.53,459.21,458.81,458.35,457.81,457.19,456.51,455.75,454.93,454.03,453.07,452.06,451.01,449.95,448.87,447.79,446.71,445.63,444.55,443.47,442.39,441.31,440.23,439.15,438.07,436.99,435.91,434.83,433.75,432.67,431.59,430.51,429.43,428.35,427.27,426.19,425.11,424.03,422.95,421.87,420.79,419.71,418.63,417.55,416.47,415.39,,,,,,,,,361.3,347.6,334.5,321.7,309.4,298.1,288.1,280.1,274.2,269.7,265.9,261.6,256.3,249.2,240.8,231.3,221.4,211.8,203.5,197.4,193.4,191.3,190.6,190.4,189.9,188.4,185.6,181.5,176.2,169.9,163.1,156.2,149.7,144.3,140.1,137.3,136,136.4,138.2,141,144.2,147.6,150.7,153.3,155,155.5,154.2,151.2,146.6,141.2,135.7,130.6,125.8,121.3,117.1,112.9,108.9,104.4,100.8,97.3,94.5
Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,333.47,331.26,330.15,329.04,326.83,325.72,324.61,323.5,321.31,320.22,319.13,318.04,316.96,316.96,315.87,314.78,313.69,313.69,312.61,311.52,310.45,310.45,309.38,309.38,308.32,308.32,307.25,307.25,306.18,306.18,305.11,304.05,302.98,301.91,300.84,299.8,298.75,297.7,296.65,295.6,294.56,292.46,290.36,288.3,286.24,284.19,281.1,279.06,277.03,275.01,272.99,271.98,271.98,270.97,270.97,269.96,269.96,269.96,268.97,268.97,,,,,,,,,,304.08,271.62,216.59,212.85,167.82,,205.35,,339.88,222.2,282.71,300.8,261.86,273.18,261.86,247.91,268.45,216.59,220.33,227.77,265.2,144.42,143.88,141.13,127.12,122.39,132.61,124.86,120.68,127.49,124.71,115.57,98.78,92.92,91.88,91.52,86.19,103.3,86.44,80.76,77.79,80.64,73.13,70.17,68.69,61.31,61.25,59.89,53.92,51.97,48.7,46.2,43.9,41.7,39.9,38.3,37,35.8,34.7,33.7,32.6,31.6,30.5,29.4,28.2,27.1,26,25,24,23,22,21,19.9,19,18,17,16,15.1,14.2,13.3,12.5,11.8,11.2,10.6,10.1,9.7,9.4,9.1,8.8,8.6,8.3,8,7.7,7.4,7.2,6.9,6.7,6.5,6.4,6.3,6.2,6.2,6.2,6.1,6.1,6.1,6,5.9,5.8,5.7,5.6,5.4,5.3,5.2
