pwt 7.1 rgdpl,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Tanzania,,,,,,,,,,,388.1261535,386.9582046,403.8586545,405.8094612,476.6080853,488.3237876,510.6862679,540.7984297,570.3683694,555.7501648,611.8642256,636.5400683,646.2913961,626.4287509,635.0247799,654.714102,639.9866563,642.3640405,658.8825083,661.309733,664.4985822,594.4101049,580.9340863,564.0738132,554.8758377,561.6351862,600.3413164,635.1964036,686.8402907,694.1339624,744.9519835,751.1090582,730.8600207,712.5772851,683.8626552,671.6987953,664.2631465,669.5484881,694.4247335,709.9738327,724.6402188,751.6925461,790.2493674,833.8582639,882.2259928,931.7556461,974.9959556,1027.999913,1084.69977,1128.389172,1177.701719
Thailand,1014.839577,939.4451833,888.7927041,778.7291076,826.0111121,741.4971761,750.8391032,829.899871,819.9903218,884.407191,962.0643688,982.802209,1023.278951,1078.818771,1114.643617,1171.880177,1267.613391,1324.324078,1387.743332,1446.178456,1570.252261,1660.880593,1636.898136,1748.468867,1799.614998,1857.269621,1983.003761,2148.403903,2370.813555,2317.925784,2413.093067,2560.254551,2686.312981,2682.073977,2817.469142,2979.741312,3072.550815,3247.10607,3513.947814,3863.50033,4378.642603,4708.387324,5048.589954,5360.690071,5728.190149,6050.387851,6256.08653,6066.090581,5356.068775,5565.016981,5650.629712,5831.647704,6044.182113,6423.383092,6733.875275,6965.667682,7280.428155,7592.835705,7674.836811,7578.208304,8065.569861
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.332552,1321.76439,1149.527316,1041.294122,872.5989305,919.3264937,841.4437929,890.4395045,976.7867454,1077.397132,1119.235126
Togo,,,,,,,,,,,709.6013124,790.3638925,787.0179084,791.7125312,856.6561743,945.9274445,1039.125208,1086.813665,1125.162575,1204.836722,1150.945569,1210.656999,1220.070752,1133.560492,1149.873796,1132.956011,1104.053308,1151.453712,1234.338884,1277.736779,1183.791859,1069.618422,998.0246136,911.1147118,923.5175161,917.7079109,932.0673306,879.8423511,918.5053082,921.6781432,947.2872688,921.1667702,850.8295548,720.1714324,810.7301174,824.566499,850.5011648,840.6646306,806.708059,808.8295439,777.162696,744.5427354,717.0972193,737.6666445,733.4408618,725.4287709,738.1654214,729.5107469,721.8137205,721.8195165,732.8504442
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,2994.422888,3027.921423,3019.083402,3086.23106,3141.165151,3003.815454,3302.072137,3303.691589,3344.814391,3415.383534,3960.758681,4561.488483,5286.902116,5539.363028,5502.306741,5690.821788,5878.893847,5991.357784,5986.385883,6008.866906,5747.16528,6137.12272,6354.917813,6374.544918,6727.280011,6706.052268,6774.256706,7074.19799,6656.884793,7309.830595,7515.628375,7468.099856,7542.77318,7747.449608,7776.060684,7640.226211,7724.845138,7316.834908,7751.568105,7373.658999,7538.373652
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,4412.485309,4790.565726,4931.058237,4838.197458,5010.264714,5628.196342,6031.143072,6725.173625,7276.282023,7669.744986,8169.96077,8778.600069,8832.489365,8963.087795,9369.496294,9403.289228,9536.442591,9641.472404,10417.78284,10759.2818,11199.30496,11280.24319,12286.25057,12120.66643,13172.01148,13702.96012,14931.04095,15410.0358,17426.94006,17575.99721,19229.54874,18758.09897,18793.33939,16662.19632,15143.95152,13822.04058,12188.63583,11385.31198,10801.57246,10488.47502,10636.38474,10891.76053,11009.57342,10692.44625,11560.26044,12146.50991,12038.50841,12683.11737,12790.56476,13386.37513,15815.04688,15460.79884,15005.92653,19919.9967,21299.37756,23332.7549,23766.62875,26677.54564,32266.08168,30549.58323,30783.91719
Tunisia,,,,,,,,,,,,1805.752816,1927.499032,2119.670968,2198.576841,2202.189966,2201.457572,2167.307326,2284.504091,2325.276174,2366.179463,2635.849554,3132.009545,2846.042547,3122.212419,3141.852109,3341.580967,3359.618654,3531.571704,3678.642476,3804.865519,3984.987493,3880.903349,3930.428111,3990.839507,3966.103695,3732.922852,3745.264126,3726.606905,3843.773631,4069.802509,4098.380799,4388.62236,4392.814982,4421.106823,4466.709384,4687.075804,4890.816214,5071.905688,5308.130462,5381.425643,5541.953843,5419.434166,5524.04738,5667.34872,5667.377709,5796.787987,5939.407047,6000.808196,5987.645816,6105.408271
Turkey,2191.251614,2649.770888,2796.875282,3074.33741,2692.209687,2880.444268,2832.163938,3358.06329,3505.787194,3325.161404,3183.764393,3223.720422,3315.718188,3566.872457,3564.745949,3579.649227,3882.814509,3934.222911,4127.62244,4231.406765,4328.131201,4521.42498,4742.509646,4761.684797,4692.848374,4938.045031,5337.81381,5661.516085,5577.196384,5405.391574,5290.537487,5224.25336,5302.930857,5480.362757,5713.717179,5719.238878,5958.301981,6181.155339,6160.306492,6080.703707,6648.075043,6643.58389,6859.887288,7357.375677,6779.647064,7090.683509,7546.916079,8054.204148,8120.893505,7795.142374,8158.761488,7594.344803,7925.020163,8267.655552,8918.39071,9531.947552,10030.23211,10370.37604,10288.95934,9738.532074,10439.90933
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10134.58706,8221.951461,7238.581979,8070.306135,6759.306667,7219.709675,8116.371458,8739.242433,8777.751131,8696.478062,8829.201988,9143.287694,10348.43538,11290.09447,12296.66014,13712.15227,14491.99989,15658.94887
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,657.140748,729.4830231,757.4695809,696.5236631,654.9581856,666.0463593,693.372705,707.6204213,657.5045412,675.2713153,658.7556114,637.472466,666.8736457,693.7623968,712.5095621,717.4291533,754.3991595,774.7979836,781.2267852,823.1541242,809.5221568,809.6366144,792.5201257,777.0336501,759.3932858,729.8681701,711.146997,702.5798013,655.7139017,560.9312314,535.8104955,527.9538283,559.8378774,581.2154544,563.2174238,530.1396017,522.4206747,521.6495567,528.7807521,545.4843629,568.8768779,582.4865897,582.7466534,608.5278178,725.0106067,706.5923909,739.2805683,765.3086482,791.2623989,830.2131809,843.5320597,860.8992218,884.3846572,902.4614408,917.3658738,963.9257999,992.9674015,1024.157114,1092.520732,1106.113604,1101.526996
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248.797603,4282.406927,3779.138199,3421.884543,3391.515217,3420.681214,3506.587004,3733.638112,4096.37655,4409.643647,4869.007639,5558.408306,5876.115811,6416.49653,7046.234118,7419.507191,6692.917215,7047.705761
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59881.98409,59280.19117,54302.46814,57903.00263,64198.28346,60830.86378,58959.00937,56055.74314,57097.20241,58361.03559,59644.82102,61452.46583,58584.99282,57781.92063,61722.23058,60015.26873,58387.84307,60345.93282,62406.35096,62640.93332,65878.90381,65415.68348,64148.05451,61096.83441,60131.74512
United Kingdom,8996.829352,9388.776674,9380.532895,9800.687378,10072.22119,10364.59885,10429.37683,10517.29604,10506.87739,10795.26087,11204.60812,11332.72242,11393.01089,11735.76558,12250.91943,12481.67321,12651.85515,12915.1677,13349.35787,13511.89214,13798.8975,14099.38121,14546.70805,15619.78554,15469.48776,15326.31353,15818.83632,15936.81819,16503.31731,16941.08353,16655.20418,16596.54561,17038.36395,17842.33779,18441.37502,19219.79927,20220.42268,21370.93405,22550.38777,23062.9763,23160.80458,22765.63549,22774.77416,23223.35404,24105.77326,24707.67001,25396.44659,27020.764,28052.1687,28983.8546,30152.05833,30996.00927,31710.68614,32701.78774,33501.78001,33982.90821,34685.56214,35705.64045,35044.6225,33153.21064,34266.9676
United States,13046.22922,14141.45547,14633.55115,15014.69833,14417.93208,15134.51739,15138.11351,15112.59869,14730.92353,15292.1974,15387.73318,15478.5007,16207.4546,16692.41693,17399.91775,18310.85735,19254.43212,19512.30609,20309.62595,20746.34514,20436.1951,20855.5197,21748.7008,22763.47089,22382.4399,22110.74138,23147.02822,24013.14459,25061.55126,25494.44405,24985.4271,25356.00147,24714.37982,25699.20226,27401.56491,28288.14259,28982.95726,29615.03629,30504.95319,31270.91841,31451.99031,30889.82967,31548.54489,32114.67779,33131.42129,33597.70685,34535.51168,35768.72457,37005.60707,38430.99912,39643.49849,39516.66355,39769.19959,40429.70781,41540.65853,42482.38762,43215.47128,43517.26278,42731.43538,40401.58886,41376.08097
Uruguay,4538.980334,5256.162972,4941.819873,5018.094613,5507.646576,5458.68644,5328.542126,5488.714993,4950.004633,4825.10675,5010.986458,5040.305985,4918.177995,4742.965452,4756.952089,4618.267648,4760.228254,4611.011349,4561.16212,4895.953461,5075.153407,5121.999686,4952.67337,4938.645223,5045.080487,5419.375805,5660.132059,5807.943225,6152.256144,6685.284932,7058.027242,6996.516773,6183.067412,5408.264861,5203.879938,5194.157194,5715.555455,6324.240845,6224.059914,6186.536726,6131.891961,6467.552663,7235.543095,7519.028938,8112.62263,7968.091709,8363.701258,8781.745671,9128.576074,8838.858491,8618.886811,8261.554733,7618.716261,7717.119454,8091.415752,8709.783638,9087.89263,9737.283411,10604.88009,10804.64253,11717.6287
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.566677,1843.001823,1617.104018,1517.659883,1403.00255,1395.545994,1382.316687,1408.773555,1459.085289,1479.036188,1559.911875,1552.658038,1616.761673,1675.801751,1791.198468,1906.571995,1970.559985,2158.57188,2298.766205,2519.34137,2678.513884
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,3247.522649,3230.762642,3222.526722,3650.398578,4758.002837,4399.800889,4351.803138,4181.282217,4761.315284,4771.284035,4103.808661,4151.421719,4460.943711,5462.71691,5598.663867,5365.212573,5455.484282,4834.303838,4767.712511,4779.167699,4803.98871,5161.65794,5401.847027,5532.263633,5484.680526,5615.576292,5890.048707,5561.456559,5537.353996,5186.458423,5537.307765,5083.118276,5088.212533,5187.991028,5272.851596,5330.670778,5638.319764,6046.556149,6388.534821,6428.395153,6696.472432
Venezuela,5486.399426,5822.556886,6275.650882,6224.871172,6544.288201,6767.708744,7155.087473,7593.612311,7426.321227,7560.494425,6989.59343,7032.773262,7415.306675,7620.135971,8249.210375,8377.153988,8071.272754,8137.904127,8546.313292,8730.522735,9308.394846,9369.304374,9283.749379,9880.446778,10954.26017,10671.23032,11152.69254,11502.79454,11271.47739,10893.40502,9950.536572,9642.603774,9187.073602,8272.180083,8376.273331,8137.822813,8462.703509,8539.543271,8893.167823,7806.822459,8124.900229,8823.888015,9180.213406,9007.379528,8591.930703,8870.053993,8701.77489,9225.096801,9186.19737,8408.318409,8640.815091,8681.339126,7906.088961,7163.641308,8265.86773,8920.90103,9477.723062,9965.787913,10168.18003,9509.510282,9070.929923
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,553.5553385,560.945173,558.6172459,537.6569245,537.3007151,539.8554657,584.6585121,647.36987,644.4841877,674.5822799,638.2486809,660.9487543,698.5875167,731.2109319,776.373422,798.6780985,808.6425128,818.0645676,822.7558054,854.994125,906.7248218,949.4888123,1017.951819,1061.145977,1105.451064,1190.597902,1287.796573,1370.724402,1425.802059,1465.590032,1538.631625,1614.223121,1683.011897,1770.860008,1912.049234,2088.371997,2239.823342,2307.463827,2429.555214,2548.644122,2778.635749
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Democratic (Former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.924368,1488.488268,1400.304082,1459.629029,1448.936432,1436.820329,1642.034008,1938.201398,1992.180591,2004.204212,1991.843367,2048.763119,2112.058141,2122.257503,2161.25591,2196.08299,2240.141968,2230.605274,2264.692038,2282.904021,2297.635632,2395.59817
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,,,,,,1203.237462,1307.321887,1374.282758,1250.729351,1363.613437,1360.796402,1341.43603,1316.685251,1327.679822,1426.456614,1538.181719,1710.355877,1944.639026,1967.136959,1745.822026,1723.48596,1743.806735,1753.057321,1524.917933,1608.978412,1535.094328,1380.879247,1310.293977,1183.7026,1184.832259,1206.409791,1201.250866,1002.123852,941.5694642,914.7726817,959.8059394,937.3790876,994.5687016,1029.277502,942.6018272,901.9467819,849.7783108,800.0527367,785.4665547,738.9314159,964.4572523,945.9273273,1006.762353,985.1805187,942.6438946,973.8891306,1029.375937,1051.843312,1011.572445,1057.825124,1066.642571,1120.752944,1406.105623,1438.978732,1403.661891,1518.037707
Zimbabwe,,,,,244.8440954,248.0060228,264.6347176,276.8942563,276.4503059,290.666811,287.8430034,297.6864674,297.7805105,294.4035995,288.1823126,300.1077133,283.1211902,275.4311172,238.9703231,298.194003,350.2811503,376.5532455,391.4926421,396.0902649,412.2194583,401.3344799,401.2120953,360.9570129,404.3069578,424.8448345,421.8326745,471.8774937,469.9811001,508.8478848,430.9089253,425.1764342,416.2389273,404.335256,453.0133266,457.8131689,463.9251647,497.2837,485.5496077,427.0968253,440.2417928,403.1708457,411.636902,405.0618414,399.276282,422.0396082,392.9741822,374.0035709,331.8147455,374.9393606,343.2879559,323.260372,361.018746,294.536335,275.7033274,300.4282891,318.8041003
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
