"","wages","education","age","sex","language"
"2739",6.55,12.5,25,"Female","English"
"2740",15,12.5,31,"Female","English"
"2741",NA,8,77,"Female","English"
"2742",NA,8,74,"Female","Other"
"2743",20.33,13,38,"Male","English"
"2744",26.65,17,47,"Male","English"
"2745",11.52,12.5,24,"Female","English"
"2746",NA,11,17,"Female","English"
"2747",NA,12.5,61,"Female","French"
"2748",7.5,12.5,34,"Male","English"
"2749",NA,12,72,"Male","English"
"2750",19.72,19.5,25,"Male","French"
"2751",12.05,10,40,"Female","French"
"2752",10.24,13,53,"Female","English"
"2753",11.6,12,49,"Female","English"
"2754",10.22,17.7,61,"Female","English"
"2755",19.23,20,54,"Male","Other"
"2756",NA,8.5,69,"Male",NA
"2757",9.74,13,35,"Female","English"
"2758",11.51,12,19,"Male","English"
"2759",NA,14.5,25,"Female","English"
"2760",6.8,13.5,48,"Female","English"
"2761",22.27,17.6,40,"Male","English"
"2762",NA,12,56,"Male","French"
"2763",17.07,12,32,"Male","Other"
"2764",17,9,52,"Male","English"
"2765",NA,12.6,38,"Female","English"
"2766",NA,5,59,"Female","Other"
"2767",33.6,NA,49,"Male","English"
"2768",NA,11,60,"Female","English"
"2769",NA,10,60,"Female","English"
"2770",8.5,17.5,26,"Male","English"
"2771",12,12,47,"Female","English"
"2772",22.19,12,45,"Male","English"
"2773",NA,8,68,"Female","Other"
"2774",NA,11.5,66,"Male","English"
"2775",NA,12.5,68,"Male","English"
"2776",6.7,10,16,"Female","English"
"2777",7.5,14,29,"Female","English"
"2778",17,13,33,"Female","English"
"2779",10.12,12,32,"Female","English"
"2780",NA,2,88,"Female","Other"
"2781",14.5,13,37,"Male","English"
"2782",6.5,15,19,"Female","English"
"2783",NA,9,65,"Male","English"
"2784",40.96,17,54,"Male","English"
"2785",NA,10,68,"Female","English"
"2786",NA,13,61,"Female","Other"
"2787",NA,15,70,"Female","English"
"2788",NA,12,21,"Female","English"
"2789",NA,14.3,21,"Male","English"
"2790",6.7,12.8,19,"Female","English"
"2791",NA,9,62,"Female","French"
"2792",NA,12,31,"Male","English"
"2793",11,10.5,57,"Male","English"
"2794",23.04,18.7,34,"Female","Other"
"2795",NA,15.5,32,"Female","English"
"2796",NA,13,72,"Female","English"
"2797",7.69,13,21,"Male","English"
"2798",NA,12.2,30,"Female","English"
"2799",NA,4,75,"Female","Other"
"2800",10.88,13.8,25,"Male","English"
"2801",14.54,NA,40,"Female","English"
"2802",8.96,NA,37,"Female","Other"
"2803",NA,12,37,"Male","English"
"2804",6.7,14,20,"Female","English"
"2805",12.77,12,36,"Female","English"
"2806",NA,15,51,"Male","English"
"2807",7,12,18,"Female","English"
"2808",6.5,19,24,"Female","Other"
"2809",13.41,18,29,"Male","English"
"2810",NA,NA,74,"Male","English"
"2811",NA,14.5,31,"Female","English"
"2812",15.61,17.3,27,"Male","English"
"2813",14.26,10,58,"Female","English"
"2814",7.21,11,17,"Male","English"
"2815",14.11,10.5,31,"Female","English"
"2816",NA,8,76,"Female","English"
"2817",5.13,10,16,"Female","English"
"2818",10,14,59,"Female","Other"
"2819",6.7,8,53,"Female","English"
"2820",48.29,15.1,46,"Male","English"
"2821",28.53,17,36,"Female","English"
"2822",17,13,32,"Male","English"
"2823",NA,12,29,"Female","English"
"2824",NA,12.5,73,"Female","English"
"2825",NA,9.8,54,"Male","English"
"2826",6.65,15.5,20,"Male","English"
"2827",NA,17,68,"Female","French"
"2828",NA,13.5,26,"Female","English"
"2829",18.11,13,30,"Female","English"
"2830",19.12,14,46,"Female","Other"
"2831",NA,9.5,63,"Female","French"
"2832",NA,17,61,"Male","English"
"2833",13.58,12.8,40,"Female","Other"
"2834",6.75,13,51,"Female","English"
"2835",13.73,11.3,39,"Female","English"
"2836",NA,8,51,"Female","Other"
"2837",6.35,9,16,"Male","French"
"2838",NA,10,27,"Male","Other"
"2839",16.24,20,48,"Male","Other"
"2840",NA,10,66,"Male","Other"
"2841",NA,5,64,"Female","English"
"2842",9,14.6,23,"Male","English"
"2843",19.8,16,51,"Female","Other"
"2844",NA,14,50,"Male","English"
"2845",NA,8,74,"Male","French"
"2846",NA,13,55,"Male","English"
"2847",10.69,10.5,41,"Male","English"
"2848",13.68,12.5,31,"Male","English"
"2849",NA,11,82,"Female","English"
"2850",NA,8,72,"Male","English"
"2851",32.35,12,41,"Male","English"
"2852",NA,NA,73,"Male","English"
"2853",8,14,28,"Female","English"
"2854",NA,13,35,"Female","English"
"2855",24.96,20,37,"Female","English"
"2856",23.04,14.5,46,"Male","Other"
"2857",NA,9,67,"Female","Other"
"2858",NA,9,54,"Male","English"
"2859",NA,12,71,"Female","English"
"2860",NA,6,82,"Female","English"
"2861",25.93,18,27,"Female","French"
"2862",NA,12,74,"Male","English"
"2863",NA,17,57,"Female","English"
"2864",NA,7,58,"Male","Other"
"2865",NA,9,49,"Male","English"
"2866",NA,16,69,"Female","Other"
"2867",19.2,13,57,"Male","English"
"2868",9.75,11,60,"Male","English"
"2869",NA,8,55,"Male","English"
"2870",8.79,4,45,"Female","Other"
"2871",NA,15.1,53,"Female","English"
"2872",NA,10,61,"Female","Other"
"2873",17.03,16.1,40,"Male","Other"
"2874",32.52,18.8,42,"Male","English"
"2875",15.66,8,54,"Male","Other"
"2876",14.43,12,43,"Female","English"
"2877",25.26,13,56,"Male","English"
"2878",NA,10,73,"Female","English"
"2879",NA,10,38,"Female","English"
"2880",NA,12.5,59,"Female","English"
"2881",NA,8,57,"Male","English"
"2882",NA,10,50,"Male","French"
"2883",28.16,19.1,52,"Female","English"
"2884",NA,11.7,18,"Male","English"
"2885",NA,14,61,"Male","French"
"2886",NA,10,69,"Female","English"
"2887",NA,11,49,"Female","Other"
"2888",NA,10,72,"Male","Other"
"2889",NA,10,70,"Female",NA
"2890",15,15,35,"Male","English"
"2891",14.13,12.9,45,"Female","English"
"2892",NA,14.5,34,"Male","English"
"2893",NA,10,54,"Female","French"
"2894",NA,12,34,"Female","Other"
"2895",NA,13,51,"Female","English"
"2896",11.94,11.6,45,"Female","English"
"2897",25.5,20,29,"Male","French"
"2898",6.7,13,19,"Male","English"
"2899",25,14.2,40,"Female","English"
"2900",28.8,13,48,"Male","English"
"2901",NA,9,65,"Female","English"
"2902",NA,11,58,"Male","English"
"2903",NA,14,63,"Male","English"
"2904",NA,14,77,"Female","English"
"2905",31.15,15,64,"Male","English"
"2906",NA,13,66,"Female","English"
"2907",14.94,8.3,48,"Female","English"
"2908",9.85,14.6,21,"Female","English"
"2909",NA,10,16,"Male","English"
"2910",17.4,10,31,"Female","English"
"2911",NA,NA,58,"Male","Other"
"2912",27.22,17,29,"Male","French"
"2913",22,16.1,40,"Male","English"
"2914",NA,10,32,"Female","English"
"2915",NA,9,69,"Female","English"
"2916",15.44,13.5,31,"Female","English"
"2917",NA,13.5,70,"Female","English"
"2918",17.28,15,32,"Female","Other"
"2919",23.04,12.5,55,"Male","English"
"2920",18.94,NA,49,"Female","English"
"2921",NA,8,70,"Female","English"
"2922",NA,10,67,"Male","English"
"2923",NA,10,25,"Female","English"
"2924",NA,15,44,"Male","Other"
"2925",15.79,10,52,"Male","English"
"2926",10.71,14,21,"Male","English"
"2927",34.9,15,30,"Female","English"
"2928",14.08,14,51,"Male","English"
"2929",10,16,25,"Male","Other"
"2930",24.96,17,50,"Female","English"
"2931",15.26,12,44,"Female","English"
"2932",10.75,15,22,"Male","Other"
"2933",NA,10.6,31,"Female","English"
"2934",NA,10.5,49,"Female","English"
"2935",21.22,17,39,"Female","English"
"2936",NA,10,55,"Female","English"
"2937",9.97,15.5,27,"Male","English"
"2938",NA,7,85,"Male","English"
"2939",NA,12,26,"Female","English"
"2940",18.24,8,52,"Male","English"
"2941",8.75,13,47,"Female","English"
"2942",8,8,37,"Female","English"
"2943",14,13,37,"Female","English"
"2944",12.39,11,20,"Female","English"
"2945",17.5,4.1,48,"Male","Other"
"2946",12,13,25,"Female","English"
"2947",15.2,16.3,26,"Female","English"
"2948",NA,12.1,21,"Female","Other"
"2949",27,16,59,"Male","English"
"2950",8,11,25,"Male","English"
"2951",6.35,12.6,18,"Female","English"
"2952",NA,11,76,"Female","English"
"2953",NA,11,17,"Female","English"
"2954",NA,10,73,"Female","English"
"2955",12.5,13.5,61,"Male","Other"
"2956",9.69,11,17,"Female","English"
"2957",23.59,15,36,"Female","English"
"2958",6.7,15,20,"Female","English"
"2959",6.25,12,53,"Female","English"
"2960",10.52,10,28,"Male","English"
"2961",NA,13,68,"Male","English"
"2962",NA,11,17,"Female","Other"
"2963",31.6,14,31,"Female","English"
"2964",6.51,12.3,19,"Male","English"
"2965",NA,13,53,"Female","English"
"2966",9.83,16.5,26,"Female","English"
"2967",40.64,17,46,"Male","English"
"2968",14,10,37,"Male","English"
"2969",18.94,19,54,"Male","English"
"2970",NA,13,68,"Female","English"
"2971",NA,12.5,35,"Female","English"
"2972",7.8,15.5,23,"Male","Other"
"2973",NA,8,78,"Male","English"
"2974",NA,NA,16,"Male",NA
"2975",21.16,18,30,"Male","English"
"2976",8,13,30,"Female","English"
"2977",NA,10,36,"Female","English"
"2978",10.75,10,19,"Male","English"
"2979",NA,8,70,"Male","English"
"2980",NA,13,64,"Male","English"
"2981",14.93,17,24,"Female","English"
"2982",NA,8,71,"Female","English"
"2983",NA,12.6,45,"Male","Other"
"2984",40,19,42,"Female","English"
"2985",20.35,12.5,52,"Female","Other"
"2986",6,15,20,"Female","English"
"2987",NA,8,68,"Male","English"
"2988",13.61,12,36,"Male","English"
"2989",30.48,17,49,"Male","English"
"2990",17.76,18,44,"Female","English"
"2991",7.63,12.8,37,"Male","English"
"2992",12.03,15,26,"Female","Other"
"2993",NA,17,23,"Female","English"
"2994",13,12,48,"Female","Other"
"2995",13.79,13.5,24,"Male","English"
"2996",NA,17.5,25,"Female","English"
"2997",7,10.8,19,"Male","English"
"2998",12.29,12.5,23,"Female","English"
"2999",18.5,8,58,"Male","English"
"3000",29.44,17,48,"Female","English"
"3001",NA,11,75,"Female","English"
"3002",15.91,15,29,"Female","English"
"3003",NA,9,64,"Female","English"
"3004",7.22,16,23,"Female","English"
"3005",NA,10.5,83,"Male","English"
"3006",24.96,16,50,"Male","English"
"3007",14.84,13,60,"Male","English"
"3008",17.64,12.5,36,"Male","English"
"3009",6.51,16,43,"Female","English"
"3010",NA,13,87,"Female","English"
"3011",NA,12,19,"Male",NA
"3012",22.68,14,41,"Male","Other"
"3013",28.04,10.5,43,"Male","English"
"3014",7,12,25,"Female","English"
"3015",21.12,19,42,"Female","English"
"3016",15.84,17,25,"Female","French"
"3017",NA,10,71,"Female","English"
"3018",NA,13,33,"Female","Other"
"3019",17.81,13,25,"Female","Other"
"3020",25.92,17,47,"Male","English"
"3021",7.61,14.5,30,"Female","English"
"3022",17.28,10,31,"Female","English"
"3023",NA,17,58,"Female","English"
"3024",NA,12,42,"Female","English"
"3025",NA,10,35,"Male","English"
"3026",10.17,12.5,36,"Female","English"
"3027",7,12,35,"Female","French"
"3028",NA,20,39,"Male","English"
"3029",31.2,17.3,52,"Male","English"
"3030",NA,10,61,"Female","Other"
"3031",NA,17,49,"Male","English"
"3032",31.33,20,53,"Male","English"
"3033",22.53,12.5,28,"Female","English"
"3034",NA,17,70,"Female","English"
"3035",7.5,10,52,"Female","English"
"3036",14.26,10,41,"Male","French"
"3037",NA,9,69,"Female","English"
"3038",NA,7.5,56,"Male","Other"
"3039",NA,8,62,"Female","English"
"3040",12,12,59,"Female","English"
"3041",19.2,17,44,"Male","English"
"3042",15,11.5,48,"Female","English"
"3043",22.23,8,57,"Male","Other"
"3044",NA,12,56,"Male","English"
"3045",NA,20,60,"Male","English"
"3046",30,12,61,"Female","English"
"3047",NA,14,62,"Female","English"
"3048",8.42,12.3,58,"Female","English"
"3049",NA,14.5,30,"Male","English"
"3050",20,10,34,"Male","English"
"3051",NA,10,61,"Female","Other"
"3052",19.66,10,48,"Male","English"
"3053",7.9,12.4,23,"Male","English"
"3054",37.76,15,50,"Male","English"
"3055",NA,11,74,"Male","English"
"3056",33.12,20,53,"Male","French"
"3057",24,9,47,"Female","English"
"3058",NA,13.5,23,"Male","English"
"3059",14.07,15.6,50,"Female",NA
"3060",11.52,15,35,"Female","English"
"3061",9.58,13.1,19,"Male","English"
"3062",NA,12,47,"Female","French"
"3063",NA,3,91,"Male",NA
"3064",NA,0,79,"Female","Other"
"3065",10.45,14,28,"Female","English"
"3066",NA,11,58,"Female","English"
"3067",10,8,61,"Male","Other"
"3068",NA,8,75,"Male","English"
"3069",19,14,53,"Female","English"
"3070",16.2,16.1,48,"Male","English"
"3071",17.47,14,35,"Male","English"
"3072",NA,8,73,"Female","English"
"3073",7.1,12,28,"Female","English"
"3074",15.52,16,44,"Female","English"
"3075",30.22,11,53,"Female","English"
"3076",NA,10,67,"Male","English"
"3077",8.62,13,19,"Female","English"
"3078",39,17,47,"Male","English"
"3079",24.98,13,40,"Male","English"
"3080",6.75,12,33,"Female","English"
"3081",NA,6,64,"Male","English"
"3082",8.16,NA,43,"Female","English"
"3083",NA,12,52,"Female","English"
"3084",7.5,12,33,"Male","English"
"3085",10.35,15,43,"Female","English"
"3086",5.86,11,25,"Female","English"
"3087",10.92,12,26,"Male","English"
"3088",NA,11,60,"Male","Other"
"3089",NA,11,70,"Female","English"
"3090",NA,10,16,"Female","English"
"3091",NA,8,73,"Male","Other"
"3092",NA,9,67,"Female","Other"
"3093",NA,4,76,"Female","English"
"3094",NA,17,71,"Female","English"
"3095",NA,12.5,73,"Female","English"
"3096",10.96,13,36,"Female","English"
"3097",NA,11,30,"Female","English"
"3098",NA,12.5,64,"Female","English"
"3099",13.01,9.5,30,"Female","English"
"3100",NA,5,76,"Female","Other"
"3101",NA,16,48,"Male","Other"
"3102",24,12.6,42,"Male","English"
"3103",NA,20,34,"Male","English"
"3104",NA,14,58,"Female","English"
"3105",NA,12,22,"Male","English"
"3106",NA,14,33,"Male","English"
"3107",NA,12,53,"Female","English"
"3108",16,16,26,"Female","English"
"3109",NA,10,69,"Female","English"
"3110",13.71,12,63,"Female","English"
"3111",6.25,11,17,"Female","English"
"3112",25.14,16.5,43,"Male","English"
"3113",NA,9.5,40,"Male","English"
"3114",21.33,13.4,34,"Male","English"
"3115",18.64,17,29,"Male","English"
"3116",23.55,13,48,"Male","English"
"3117",NA,11.8,19,"Female","English"
"3118",6.7,14.5,19,"Male","English"
"3119",13.83,13,33,"Female","English"
"3120",15,10,45,"Male","English"
"3121",10.56,12.5,39,"Male","English"
"3122",NA,13,38,"Male","English"
"3123",13.23,15,58,"Male","English"
"3124",16.96,6,54,"Female","English"
"3125",7,13,59,"Female","English"
"3126",NA,12,84,"Female","English"
"3127",20.94,16,28,"Male","English"
"3128",NA,12,22,"Male","English"
"3129",7.2,15,43,"Female","English"
"3130",NA,13,49,"Female","English"
"3131",NA,10.8,57,"Male","English"
"3132",12.75,13.4,31,"Male","English"
"3133",NA,13,50,"Male","English"
"3134",NA,8,55,"Female","English"
"3135",7.34,11.5,65,"Female","English"
"3136",NA,9,73,"Female","Other"
"3137",22.4,12,28,"Male","English"
"3138",17.38,13,31,"Male","English"
"3139",NA,11,48,"Female","English"
"3140",12.77,12.9,31,"Male","English"
"3141",14.38,12,34,"Male","English"
"3142",26.88,17,42,"Female","English"
"3143",9,14,34,"Female","English"
"3144",NA,16,45,"Male","English"
"3145",NA,NA,39,"Male",NA
"3146",7.03,12,18,"Female","English"
"3147",28.64,20,51,"Female","English"
"3148",8.72,9.9,32,"Female","English"
"3149",17.99,12,56,"Male","English"
"3150",NA,12,61,"Male","Other"
"3151",NA,10,63,"Female","English"
"3152",NA,10,59,"Female","English"
"3153",NA,10,69,"Male","Other"
"3154",NA,14,44,"Female","English"
"3155",10.4,11.9,20,"Male","English"
"3156",6.75,10.3,44,"Female","English"
"3157",17.92,12,48,"Female","English"
"3158",NA,12.5,30,"Female","French"
"3159",6.7,16,22,"Female","English"
"3160",NA,14,31,"Female","English"
"3161",13.68,12,28,"Male","English"
"3162",NA,10,67,"Female","English"
"3163",NA,12,36,"Female","English"
"3164",12.29,9,36,"Female","English"
"3165",12,14,21,"Male","English"
"3166",NA,10.5,34,"Male","English"
"3167",NA,12.5,33,"Female","English"
"3168",NA,15,26,"Female","English"
"3169",27.69,11,38,"Male","Other"
"3170",NA,12,46,"Female","English"
"3171",3,14,44,"Female","English"
"3172",6,12,18,"Male","English"
"3173",25,17,24,"Female","English"
"3174",NA,9,63,"Male","English"
"3175",NA,12.5,72,"Female","English"
"3176",11,9,42,"Female","English"
"3177",NA,8,74,"Female","English"
"3178",17.01,14,37,"Female","English"
"3179",12.63,NA,50,"Female","English"
"3180",6,11.8,19,"Female","English"
"3181",NA,8,71,"Male","English"
"3182",16,10.6,47,"Female","English"
"3183",NA,12,37,"Female","French"
"3184",11.51,13.2,36,"Male","English"
"3185",NA,12.5,63,"Female","English"
"3186",15.81,9.5,51,"Male","Other"
"3187",NA,15,33,"Male","Other"
"3188",NA,16,40,"Female","English"
"3189",NA,11,48,"Female","English"
"3190",27.92,19,34,"Female","English"
"3191",30,10,51,"Male","English"
"3192",14.21,10.5,54,"Female","French"
"3193",NA,12.5,47,"Male","English"
"3194",NA,13,42,"Male","English"
"3195",NA,12,65,"Male","Other"
"3196",27.14,12.8,35,"Male","English"
"3197",NA,15,35,"Female","English"
"3198",NA,12.5,59,"Male","English"
"3199",30.32,12.6,56,"Male","English"
"3200",NA,NA,57,"Female",NA
"3201",27.84,12,45,"Male","English"
"3202",NA,12,71,"Male","English"
"3203",11.94,14.6,34,"Female","English"
"3204",12,15,26,"Male","English"
"3205",28.9,17,55,"Male","English"
"3206",NA,9,52,"Female","English"
"3207",NA,17.1,50,"Female","Other"
"3208",16.5,12,42,"Male","English"
"3209",18.16,10.5,40,"Female","English"
"3210",7,11.3,18,"Male","English"
"3211",14,14,23,"Male","English"
"3212",NA,10,68,"Male","Other"
"3213",NA,14.3,20,"Female","English"
"3214",NA,5,81,"Male","Other"
"3215",NA,NA,42,"Male",NA
"3216",20.16,12,36,"Female",NA
"3217",NA,11.5,34,"Male","English"
"3218",NA,8,57,"Female","French"
"3219",NA,16,59,"Female","French"
"3220",NA,13,37,"Male","English"
"3221",NA,13,30,"Female","English"
"3222",16.8,10,52,"Male","English"
"3223",20,10.5,51,"Male","English"
"3224",NA,8,66,"Female","English"
"3225",12,15,36,"Female","French"
"3226",8.76,18,23,"Male","English"
"3227",8.2,13,57,"Female","English"
"3228",NA,20,35,"Male","English"
"3229",NA,12.5,69,"Female","Other"
"3230",12.87,12.7,34,"Female","French"
"3231",4.89,12,40,"Male","Other"
"3232",15.56,13.4,48,"Female","English"
"3233",NA,10.2,16,"Male","English"
"3234",17.41,16,29,"Female","English"
"3235",9.72,12,51,"Female","English"
"3236",NA,NA,44,"Male","English"
"3237",6.25,12,20,"Female","English"
"3238",NA,6,66,"Female","French"
"3239",19.46,12.4,35,"Male","French"
"3240",NA,7,76,"Female","English"
"3241",NA,14.5,25,"Male","English"
"3242",7,11,56,"Female","English"
"3243",NA,10,42,"Male","English"
"3244",21.14,14,53,"Male","Other"
"3245",NA,5,63,"Male","English"
"3246",NA,16,62,"Female","English"
"3247",NA,12,27,"Female","English"
"3248",23.77,9.5,65,"Male","English"
"3249",NA,15,38,"Female","English"
"3250",NA,11,17,"Male","English"
"3251",NA,8,57,"Female","Other"
"3252",26.88,NA,45,"Female","English"
"3253",NA,12,45,"Female","English"
"3254",NA,16,41,"Male","Other"
"3255",NA,11,35,"Male","English"
"3256",NA,10,71,"Female","English"
"3257",NA,9,80,"Male","English"
"3258",NA,12,40,"Male","English"
"3259",25,15,47,"Male","Other"
"3260",7,14,19,"Female","English"
"3261",NA,9,81,"Female","English"
"3262",15.33,20,29,"Male","English"
"3263",19.95,16,28,"Male","English"
"3264",NA,8,66,"Female","English"
"3265",12.75,11,42,"Male","Other"
"3266",25.15,16,42,"Male","French"
"3267",12.07,10.5,37,"Male","English"
"3268",9.13,15.6,19,"Male","English"
"3269",NA,8.5,56,"Male","English"
"3270",NA,16.5,70,"Male","English"
"3271",9.65,13,37,"Female","Other"
"3272",NA,8,64,"Female","Other"
"3273",12,12,34,"Male","English"
"3274",NA,6,38,"Female","English"
"3275",6.5,10,16,"Male","English"
"3276",NA,7,61,"Female","Other"
"3277",NA,5,80,"Female","French"
"3278",NA,13,32,"Female","English"
"3279",12,13,61,"Female","English"
"3280",NA,17,56,"Female","English"
"3281",NA,13,62,"Male","French"
"3282",NA,8,76,"Female","Other"
"3283",NA,16,93,"Male","Other"
"3284",8,10,30,"Female","French"
"3285",9.83,11.3,21,"Female","English"
"3286",NA,20,68,"Male","English"
"3287",NA,20,43,"Female","English"
