Event_id,cause_of_death,dataset,date,quarter,Date-month,Year,dead,dead_and_missing,description,latitude,location,longitude,latlong,missing,name,route,source,source_url
33912,Frozen,United,2011-12-31T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"died of hypothermia trying to cross the river Evros between GR and TR, part of group of 15 (Dec 31, 2011)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Dec 31, 2011",Eastern Mediteranean route Land,CMau/KI,
33911,,United,2011-12-31T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"died at hospital, Essen (D), deportation threats, interdiction to work contributed to sickness (Dec 31, 2011)",51.455643,essen,7.011555,"51.455643, 7.011555",0,"Event at Essen on Dec 31, 2011",,VRF,
33914,Starvation,Del grande,2011-12-29T00:00:00Z,4Q2011,2011 -- 12,2011,0,3,"According Adescam, 3 Congolese women, one of them pregnant, died of starvation after being expelled from Morocco and abandoned in a deserted area on the border with Algeria (Dec 30, 2011)",28.033886,algeria,1.659626,"28.033886, 1.659626",0,"Event at Algeria on Dec 29, 2011",,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33915,Frozen,United,2011-12-26T00:00:00Z,4Q2011,2011 -- 12,2011,0,3,"died of hypothermia, body found by the police along the shores of the Evros River (GR) (Dec 26, 2011)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Dec 26, 2011",Eastern Mediteranean route Land,MNS/PICUM,
33916,Drowned,Del grande,2011-12-23T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"One drowned in Ceuta, while trying to swim to the Spanish enclave in Morocco bypassing the border (Dec 24, 2011)",35.888384,ceuta,-5.324636,"35.888384, -5.324636",0,"Event at Ceuta on Dec 23, 2011",Western Mediteranean route,El Pueblo de Ceuta,http://fortresseurope.blogspot.com/2011/12/ancora-una-vittima-alla-frontiera-sud.html
33917,Suicide - other,United,2011-12-21T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"presumed suicide in police cell in NL days before deportation, very unclear circumstances (Dec 21, 2011)",55.57156,Netherland,-4.410332,"55.57156, -4.410332",0,"Event at Netherland on Dec 21, 2011",,Vrijheid,
33918,Suffocated,Del grande,2011-12-19T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"Found on the roadside in Imola, the lifeless body of a young man died asphyxiated in the truck in which he was hiding in Greece to embark on a ferry to Italy. To abandon the corpse would have been a truck driver (Dec 20, 2011)",44.36,Imola,11.712429,"44.36, 11.712429",0,"Event at Imola on Dec 19, 2011",,Corriere della Sera,http://fortresseurope.blogspot.com/2011/01/nel-camion-si-erano-nascosti-in-tre-per.html
33919,No medical treatment,United,2011-12-18T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"died of meningitis hours after her admission to hospital from Aluche detention centre (E) (Dec 18, 2011)",40.385629,aluche,-3.76085,"40.385629, -3.76085",0,"Event at Aluche on Dec 18, 2011",Western Mediteranean route,IRR/ICARE/MUGAK,
33920,,Del grande,2011-12-06T00:00:00Z,4Q2011,2011 -- 12,2011,0,2,"Rescued 75 miles south of Malta a boat adrift with 44 passengers, who tell two died during the crossing (Dec 7, 2011)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on Dec 06, 2011",Central Mediteranean route,Times of Malta,http://fortresseurope.blogspot.com/2011/12/libia-primo-sbarco-malta-dopo-3-mesi.html
33921,Starvation,United,2011-12-03T00:00:00Z,4Q2011,2011 -- 12,2011,0,1,"pregnant, died from drinking sea water, boat of 72 went adrift in Mediterranean for 16 days (Dec 3, 2011). From Del Grande's data set (translated): Rescued vessel in distress off the coast of Malta. A board was found the lifeless body of a girl of 29 years (Apr 12, 2011)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on Dec 03, 2011",Central Mediteranean route,MNS,http://fortresseurope.blogspot.com/2011/04/sbarco-malta-muore-una-ragazza-di-29.html
33923,Drowned,United,2011-12-01T00:00:00Z,4Q2011,2011 -- 12,2011,0,2,"drowned, boat sank off Zarzis (TN) on way to Italy, 1 body found, 1 missing, 10 survivors (Dec 1, 2011). From Del Grande's data set (translated): Spills at sea off the coast of Zarzis boat with 12 passengers was shuttled from the mother ship ready to go to Lampedusa. A boy drowned and another is lost at sea (Feb 12, 2011)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Dec 01, 2011",Central Mediteranean route,LESP,http://fortresseurope.blogspot.com/2011/02/tunisianaufragio-zarzis-un-morto-e-un.html
33922,,United,2011-12-01T00:00:00Z,4Q2011,2011 -- 12,2011,0,4,"bodies found by patrol guards on a boat adrift near Sfax (TN) on way to Italy (Dec 1, 2011). From Del Grande's data set (translated): The bodies of four men were found on a finished boat adrift off the coast of Sfax on the route to Lampedusa (Feb 13, 2011)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Dec 01, 2011",Central Mediteranean route,LR,http://fortresseurope.blogspot.com/2011/02/altra-drammatica-notizia-dalla-tunisia.html
33924,Drowned,United,2011-11-27T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"drowned, found in port of Ceuta (E) in advanced state of decomposition (Nov 27, 2011). From Del Grande's data set (translated): Found at the entrance of the port of Ceuta the lifeless body of a young boy drowned trying to swim to the Spanish enclave in Morocco (Nov 29, 2011)",35.888384,ceuta,-5.324636,"35.888384, -5.324636",0,"Event at Ceuta on Nov 27, 2011",Western Mediteranean route,FE/ElDia/MUGAK,http://fortresseurope.blogspot.com/2011/11/ceuta-tenta-di-aggirare-la-frontiera.html
33925,Drowned,United,2011-11-26T00:00:00Z,4Q2011,2011 -- 11,2011,0,3,"bodies found in the south-eastern port of Brindisi (I) after a vessel sank off the nearby coast (Nov 26, 2011). From Del Grande's data set (translated): Salt the death toll of the sinking of Brindisi, after the discovery of a third body in the sea without life (Nov 27, 2011)",40.632728,brindisi,17.941762,"40.632728, 17.941762",0,"Event at Brindisi on Nov 26, 2011",Apulia & Calbria,MNS,http://fortresseurope.blogspot.com/2011/11/brindisi-recuperato-un-terzo-corpo-in.html
33926,Drowned,United,2011-11-25T00:00:00Z,4Q2011,2011 -- 11,2011,0,53,"drowned, bodies found afer boat sank off Brindisi coasts (I) on the way from Turkey (Nov 25, 2011). From Del Grande's data set (translated): A sailing boat is shipwrecked off the coast brindisine after being stranded on the rocks. 2 bodies recovered, the missing and thirty, 39 survivors (Nov 26, 2011)",40.632728,brindisi,17.941762,"40.632728, 17.941762",0,"Event at Brindisi on Nov 25, 2011",Apulia & Calbria,FE/LR/PICUM/LRB/Blitz/MUGAK/Raz/ABC/VDG,http://fortresseurope.blogspot.com/2011/11/brindisi-2-morti-in-mare-i-dispersi.html
33927,Frozen,United,2011-11-23T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"died of hypothermia, body found in a farming area in Thymaria, Alexandroupoli (GR) (Nov 23, 2011)",40.845719,alexandroupoli,25.873962,"40.845719, 25.873962",0,"Event at Alexandroupoli on Nov 23, 2011",Eastern Mediteranean route Sea,MNS,
33928,Frozen,United,2011-11-23T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"died of hypothermia, body found in the Peplos region, on banks of Evros River (GR) (Nov 23, 2011)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Nov 23, 2011",Eastern Mediteranean route Land,MNS,
33929,Drowned,United,2011-11-22T00:00:00Z,4Q2011,2011 -- 11,2011,0,3,"drowned, bodies found on Moroccan beach, part of group of 90 who tried to swim to Ceuta (Nov 22, 2011)",35.888384,ceuta,-5.324636,"35.888384, -5.324636",0,"Event at Ceuta on Nov 22, 2011",Western Mediteranean route,MNS,
33930,Car accident,United,2011-11-09T00:00:00Z,4Q2011,2011 -- 11,2011,0,2,"died in accident, smugglers  car overturned as they tried to avoid a police road block (Nov 9, 2011)",39.074208,Greece,21.824312,"39.074208, 21.824312",0,"Event at Greece on Nov 09, 2011",,MNS,
33931,Suicide - Hanged,United,2011-11-04T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"suicide, hanged himself in Parc de la Villette, Paris(F) when told he would be deported (Nov 4, 2011)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Nov 04, 2011",,DRARI/INDf,
33932,,United,2011-11-03T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"body found in a drifting wooden boat off Malta s shore rescued patrol vessels (Nov 3, 2011)",35.937496,malta,14.375416,"35.937496, 14.375416",0,"Event at Malta on Nov 03, 2011",Central Mediteranean route,FE/AFM,
33933,Drowned,Del grande,2011-11-01T00:00:00Z,4Q2011,2011 -- 11,2011,0,1,"Melilla found the lifeless body of a young man drowned trying to swim around the border (Nov 2, 2011)",35.292278,melilla,-2.938097,"35.292278, -2.938097",0,"Event at Melilla on Nov 01, 2011",Western Mediteranean route,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33934,Drowned,United,2011-11-01T00:00:00Z,4Q2011,2011 -- 11,2011,0,35,"drowned; 5 found, 30 missing when TN coastguards rammed their boat, splitting it in two (Nov 1, 2011). From Del Grande's data set (translated): Collision at sea off the coast of Zarzis and on the route to Lampedusa, including a vessel with 120 passengers on board the corvette ""Liberte 302"" Navy Tunisia. 5 dead and 30 missing at sea. The survivors have accused marina deliberately rammed them (Feb 11, 2011)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Nov 01, 2011",Central Mediteranean route,MNS/BBC/LESP/LR/Le Monde/Newsaust/Mugak/Diario de Navarra,http://fortresseurope.blogspot.com/2011/02/zarzis-parlano-i-superstiti-speronati.html
33935,Drowned,Del grande,2011-10-30T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"Found the lifeless body of a drowning man who died during the crossing of the Strait, off the coast of Motril, Granada (Oct 31, 2011)",37.177336,granada,-3.598557,"37.177336, -3.598557",0,"Event at Granada on Oct 30, 2011",Western Mediteranean route,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33936,Drowned,Del grande,2011-10-23T00:00:00Z,4Q2011,2011 -- 10,2011,0,3,"Found the lifeless bodies of 3 boys drowned trying to swim around the border post Tarajal. The Moroccan authorities do not exclude others lost at sea (Oct 24, 2011)",36.704636,tarajal,-4.506699,"36.704636, -4.506699",0,"Event at Tarajal on Oct 23, 2011",Western Mediteranean route,Abc,http://fortresseurope.blogspot.com/2011/10/marocco-tentano-di-raggiungere-nuoto.html
33937,Drowned,Del grande,2011-10-22T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"Disembark in Locri, Calabria, a vessel with 53 young Egyptians on board. Drowned a 16 year old boy (Oct 23, 2011)",39.308771,calabria,16.346379,"39.308771, 16.346379",0,"Event at Calabria on Oct 22, 2011",Apulia & Calbria,Adnkronos,http://fortresseurope.blogspot.com/2011/10/sbarco-nella-locride-muore-un-sedicenne.html
33938,Drowned,Del grande,2011-10-17T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"Drown a twenty year old, fell into the sea while attempting to climb on the rocks along with the other 41 passengers landed at Seminara, in the province of Reggio Calabria (Oct 18, 2011)",39.308771,calabria,16.346379,"39.308771, 16.346379",0,"Event at Calabria on Oct 17, 2011",Apulia & Calbria,Ansa,http://fortresseurope.blogspot.com/2011/10/calabria-ritrovato-il-corpo-di-un-uomo.html
33939,Drowned,Del grande,2011-10-12T00:00:00Z,4Q2011,2011 -- 10,2011,0,5,"3 found dead off the coast of Calblanque and 2 off Calarreona and Punta Negrete, in the area of __Murcia, they are the 5 missing in a boat rescued a few days before (Oct 13, 2011)",28.569022,punta,-16.324539,"28.569022, -16.324539",0,"Event at Punta on Oct 12, 2011",Western African route,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33941,,United,2011-10-11T00:00:00Z,4Q2011,2011 -- 10,2011,0,2,"bodies found in the area of Petalo (GR), tried to cross the border TR-GR via the Evros River (Oct 11, 2011). From Del Grande's data set (translated): Sixteen falls into the water and drowned during a chase between a Greek patrol boat and the boat was traveling with other passengers along the Evros River at the border between Turkey and Greece (Dec 9, 2011)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Oct 11, 2011",Eastern Mediteranean route Land,MNS/PICUM,http://fortresseurope.blogspot.com/2011/12/muore-16enne-in-un-inseguimento-di.html
33940,Drowned,Del grande,2011-10-11T00:00:00Z,4Q2011,2011 -- 10,2011,0,2,"Found the bodies of two boys drowned trying to swim across the Evros River at the border between Turkey and Greece (Oct 12, 2011)",41.244376,evros,26.135943,"41.244376, 26.135943",0,"Event at Evros on Oct 11, 2011",Eastern Mediteranean route Land,Kathimerini,http://fortresseurope.blogspot.com/2011/10/grecia-2-morti-annegati-sul-fiume-evros.html
33942,Car accident,United,2011-10-04T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"stowaway, fell out of a truck near Calais (F) was travelling to GB (Oct 4, 2011)",50.95129,calais,1.858686,"50.95129, 1.858686",0,"Event at Calais on Oct 04, 2011",,LePhare,
33945,Starvation,United,2011-10-03T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"died in prison near Misrata (LY) after boat left to drift for 16 days, SOS ignored by NATO (Oct 3, 2011)",32.374298,misrata,15.09492,"32.374298, 15.09492",0,"Event at Misrata on Oct 03, 2011",Central Mediteranean route,GuardianUn/MUGAK/ELM/VDG/Raz/ABC/AVUI/PerCat/VK/SUR/Publico/ElDia/ELC/Diario Vasco/PACE/Verdad/Migreurop/UNHCR/ECRE/br2/AFP/HRW,
33944,Starvation,United,2011-10-03T00:00:00Z,4Q2011,2011 -- 10,2011,0,1,"died from thirst and hunger on reaching land, boat drifted for 16 days, SOS ignored by NATO (Oct 3, 2011)",33.81445,Lybia to Italy,12.700195,"33.81445, 12.700195",0,"Event at Lybia To Italy on Oct 03, 2011",Central Mediteranean route,GuardianUn/MUGAK/ELM/VDG/Raz/ABC/AVUI/PerCat/VK/SUR/Publico/ElDia/ELC/Diario Vasco/PACE/Verdad/Migreurop/UNHCR/ECRE/br2/AFP/HRW,
33943,Starvation,United,2011-10-03T00:00:00Z,4Q2011,2011 -- 10,2011,0,61,"died from thirst and hunger, boat drifted in Mediterranean for 16 days, SOS ignored by NATO (Oct 3, 2011)",33.81445,Lybia to Italy,12.700195,"33.81445, 12.700195",0,"Event at Lybia To Italy on Oct 03, 2011",Central Mediteranean route,GuardianUn/MUGAK/ELM/VDG/Raz/ABC/AVUI/PerCat/VK/SUR/Publico/ElDia/ELC/Diario Vasco/PACE/Verdad/Migreurop/UNHCR/ECRE/br2/AFP/HRW,
33947,,United,2011-09-27T00:00:00Z,3Q2011,2011 -- 9,2011,0,4,"burned, fire caused by lit candle in Pantin squat, Paris (F) - a municipality owned building (Sep 27, 2011)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Sep 27, 2011",,MNS/FTRC/Raz/Le Monde/Lib√àration,
33946,Suffocated,United,2011-09-27T00:00:00Z,3Q2011,2011 -- 9,2011,0,2,"asphyxiation, fire started by lit candle in Pantin squat, Paris(F)- a municipality owned building (Sep 27, 2011)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Sep 27, 2011",,MNS/FTRC/Raz/Le Monde/Lib√àration,
33948,Drowned,Del grande,2011-09-22T00:00:00Z,3Q2011,2011 -- 9,2011,0,3,"Shipwreck in the Ionian Sea on the route for Calabria, off the island of Zakynthos, 3 dead (Sep 23, 2011)",39.308771,calabria,16.346379,"39.308771, 16.346379",0,"Event at Calabria on Sep 22, 2011",Apulia & Calbria,Clandestina,http://fortresseurope.blogspot.com/2011/09/ancora-una-strage-su-una-delle-rotte.html
33949,Drowned,Del grande,2011-09-20T00:00:00Z,3Q2011,2011 -- 9,2011,0,4,"The lifeless bodies of four men have surfaced from the sea along the coast of Izmir, Seferihisar, on the route to the Greek island of Samos. The number of missing unknown shipwreck (Sep 21, 2011)",37.743215,samos,26.820351,"37.743215, 26.820351",0,"Event at Samos on Sep 20, 2011",Eastern Mediteranean route Sea,Today Zaman,http://fortresseurope.blogspot.com/2011/09/turchia-naufragio-sulla-rotta-per-samos.html
33950,Drowned,United,2011-09-13T00:00:00Z,3Q2011,2011 -- 9,2011,0,1,"drowned, pushed off jetski when smuggler saw coastguards approaching in Andalusia (E) (Sep 13, 2011)",37.544271,andalusia,-4.727753,"37.544271, -4.727753",0,"Event at Andalusia on Sep 13, 2011",Western Mediteranean route,Sur/Mugak,http://medios.mugak.eu/noticias/noticia/291089
33951,Drowned,Del grande,2011-09-12T00:00:00Z,3Q2011,2011 -- 9,2011,0,17,"17 guys are missing the left from a beach Benazzouz, in Skikda, on August 17 and to Sardinia. Their boat was found empty in Bejaia, where it was carried by the current (Sep 13, 2011)",36.866667,skikda,6.9,"36.866667, 6.9",0,"Event at Skikda on Sep 12, 2011",Central Mediteranean route,El Watan,http://fortresseurope.blogspot.com/2011/09/algeria-2-harraga-morti-e-15-dispersi.html
33952,,Del grande,2011-09-10T00:00:00Z,3Q2011,2011 -- 9,2011,0,2,"Found the lifeless bodies of two castaways to TENES, en route to Spain, the day before had been rescued a boat in the same area (Sep 11, 2011)",36.146155,Algeria to Spain,-1.494141,"36.146155, -1.494141",0,"Event at Algeria To Spain on Sep 10, 2011",Western Mediteranean route,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33953,,United,2011-09-10T00:00:00Z,3Q2011,2011 -- 9,2011,0,43,"missing after contacting Italian authorities because their boat was taking water in rough seas  (Sep 10, 2011)",44.348399,italian coast,9.234647,"44.348399, 9.234647",0,"Event at Italian Coast on Sep 10, 2011",Central Mediteranean route,MNS,
33954,Drowned,Del grande,2011-09-05T00:00:00Z,3Q2011,2011 -- 9,2011,0,1,"Ceuta, found harbor in the body of a young man drowned trying to embark secretly on a ferry to Spain, to the Muelle Pier 4 Given Caonero (Sep 6, 2011)",35.888384,ceuta,-5.324636,"35.888384, -5.324636",0,"Event at Ceuta on Sep 05, 2011",Western Mediteranean route,Apdha,http://docs.google.com/viewer?url=http://www.apdha.org/media/FronteraSur2012.pdf
33955,Drowned,Del grande,2011-09-02T00:00:00Z,3Q2011,2011 -- 9,2011,0,19,"4 dead, 15 missing in a shipwreck in the Ionian Sea on the route for Calabria, off the island of Kefalonia (Sep 3, 2011)",39.308771,calabria,16.346379,"39.308771, 16.346379",0,"Event at Calabria on Sep 02, 2011",Apulia & Calbria,Clandestina,http://fortresseurope.blogspot.com/2011/09/ionio-4-morti-e-15-dispersi-al-largo-di.html
33956,Drowned,Del grande,2011-09-01T00:00:00Z,3Q2011,2011 -- 9,2011,0,14,"Lost at sea 14 boys aged between 18 and 25 years, all of the province of El-Amria. They had left from a beach of Ain Tmouchent, full ramadan to the Spanish coast (Sep 2, 2011)",35.30241,"Ain Tmouchent, algeria",-1.14489,"35.30241, -1.14489",0,"Event at Ain Tmouchent, Algeria on Sep 01, 2011",Western Mediteranean route,El Watan,http://fortresseurope.blogspot.com/2011/09/algeria-14-ragazzi-dispersi-sulla-rotta.html
